time	pH		Temp/°C		Cond/µS	
2677		6.222		21.6		-5000	
2678		6.222		21.6		-5012	
2679		6.222		21.6		-5024	
2680		6.222		21.6		-4987	
2681		6.222		21.6		-5024	
2682		6.223		21.6		-5012	
2683		6.223		21.7		-5012	
2684		6.223		21.6		-5000	
2685		6.223		21.6		-5012	
2686		6.223		21.6		-5012	
2687		6.223		21.6		-5000	
2688		6.223		21.6		-5012	
2689		6.224		21.6		-5012	
2690		6.224		21.6		-5024	
2691		6.224		21.6		-5000	
2692		6.224		21.6		-5012	
2693		6.224		21.6		-5000	
2694		6.224		21.6		-4975	
2695		6.224		21.6		-5000	
2696		6.225		21.6		-5024	
2697		6.225		21.6		-5012	
2698		6.225		21.6		-5000	
2699		6.225		21.6		-5024	
2700		6.225		21.6		-5012	
2701		6.225		21.6		-5012	
2702		6.225		21.6		-5012	
2703		6.225		21.6		-5012	
2704		6.226		21.6		-5012	
2705		6.226		21.6		-5012	
2706		6.226		21.6		-5012	
2707		6.226		21.7		-5012	
2708		6.226		21.6		-5012	
2709		6.226		21.7		-5012	
2710		6.226		21.6		-5012	
2711		6.226		21.6		-5012	
2712		6.227		21.7		-4987	
2713		6.227		21.6		-5012	
2714		6.227		21.7		-5000	
2715		6.227		21.6		-5012	
2716		6.227		21.7		-5012	
2717		6.227		21.7		-5024	
2718		6.228		21.7		-5024	
2719		6.228		21.7		-5012	
2720		6.228		21.7		-5000	
2721		6.228		21.6		-5012	
2722		6.228		21.7		-5000	
2723		6.228		21.7		-5024	
2724		6.228		21.7		-5000	
2725		6.228		21.7		-5024	
2726		6.229		21.6		-5000	
2727		6.229		21.7		-4987	
2728		6.229		21.7		-4987	
2729		6.229		21.6		-5000	
2730		6.229		21.6		-5012	
2731		6.229		21.6		-4987	
2732		6.229		21.6		-5000	
2733		6.229		21.6		-4987	
2734		6.23		21.6		-5000	
2735		6.23		21.6		-5000	
2736		6.23		21.6		-5000	
2737		6.23		21.6		-5000	
2738		6.23		21.7		-5012	
2739		6.23		21.6		-5000	
2740		6.23		21.7		-5000	
2741		6.231		21.6		-5000	
2742		6.231		21.6		-5012	
2743		6.231		21.7		-5012	
2744		6.231		21.6		-5012	
2745		6.231		21.7		-5000	
2746		6.231		21.6		-5000	
2747		6.231		21.7		-4987	
2748		6.231		21.7		-5012	
2749		6.232		21.7		-5012	
2750		6.232		21.7		-5012	
2751		6.232		21.7		-5024	
2752		6.232		21.6		-5012	
2753		6.232		21.7		-5000	
2754		6.232		21.6		-5012	
2755		6.232		21.7		-5012	
2756		6.232		21.7		-5000	
2757		6.232		21.7		-5012	
2758		6.233		21.7		-5000	
2759		6.233		21.7		-4987	
2760		6.233		21.7		-5000	
2761		6.233		21.6		-5000	
2762		6.233		21.7		-5000	
2763		6.233		21.7		-5000	
2764		6.233		21.7		-5024	
2765		6.233		21.7		-4987	
2766		6.234		21.7		-4987	
2767		6.234		21.7		-5000	
2768		6.234		21.7		-5012	
2769		6.234		21.7		-4975	
2770		6.234		21.7		-5012	
2771		6.234		21.7		-5012	
2772		6.234		21.7		-5000	
2773		6.234		21.7		-4987	
2774		6.235		21.7		-5012	
2775		6.235		21.7		-5024	
2776		6.235		21.7		-4987	
2777		6.235		21.7		-5000	
2778		6.235		21.6		-5024	
2779		6.235		21.7		-5012	
2780		6.235		21.7		-5000	
2781		6.236		21.7		-4987	
2782		6.236		21.7		-5012	
2783		6.236		21.7		-5012	
2784		6.236		21.6		-5000	
2785		6.236		21.7		-5024	
2786		6.237		21.7		-4987	
2787		6.237		21.7		-5000	
2788		6.237		21.6		-5012	
2789		6.237		21.7		-5000	
2790		6.237		21.6		-5000	
2791		6.237		21.6		-5012	
2792		6.238		21.7		-5012	
2793		6.238		21.7		-5012	
2794		6.238		21.6		-5012	
2795		6.238		21.7		-5012	
2796		6.238		21.6		-5024	
2797		6.238		21.6		-5012	
2798		6.238		21.7		-4987	
2799		6.238		21.7		-4987	
2800		6.239		21.6		-5012	
2801		6.239		21.7		-5000	
2802		6.239		21.6		-4987	
2803		6.239		21.6		-5000	
2804		6.239		21.6		-5000	
2805		6.239		21.7		-5000	
2806		6.239		21.6		-5000	
2807		6.239		21.6		-5000	
2808		6.239		21.6		-4987	
2809		6.24		21.6		-5012	
2810		6.24		21.6		-5012	
2811		6.24		21.6		-5012	
2812		6.24		21.6		-5012	
2813		6.24		21.6		-5012	
2814		6.24		21.6		-5012	
2815		6.241		21.6		-5000	
2816		6.241		21.6		-5012	
2817		6.241		21.7		-5012	
2818		6.241		21.7		-5012	
2819		6.241		21.6		-5012	
2820		6.241		21.6		-5012	
2821		6.241		21.6		-5024	
2822		6.241		21.6		-5000	
2823		6.241		21.6		-5012	
2824		6.241		21.6		-5024	
2825		6.241		21.6		-5012	
2826		6.241		21.6		-5024	
2827		6.242		21.6		-5012	
2828		6.242		21.6		-5012	
2829		6.242		21.6		-5024	
2830		6.242		21.6		-5012	
2831		6.242		21.7		-5000	
2832		6.242		21.7		-5012	
2833		6.242		21.6		-5012	
2834		6.242		21.7		-5012	
2835		6.243		21.7		-5012	
2836		6.243		21.7		-4987	
2837		6.243		21.6		-5012	
2838		6.243		21.7		-5012	
2839		6.243		21.7		-5012	
2840		6.243		21.6		-5000	
2841		6.244		21.6		-5012	
2842		6.244		21.7		-5000	
2843		6.244		21.7		-5012	
2844		6.244		21.7		-5012	
2845		6.244		21.6		-5024	
2846		6.244		21.7		-5012	
2847		6.244		21.7		-5012	
2848		6.245		21.7		-5000	
2849		6.245		21.6		-5000	
2850		6.245		21.7		-5012	
2851		6.245		21.7		-5000	
2852		6.245		21.7		-5000	
2853		6.245		21.7		-5012	
2854		6.245		21.7		-5000	
2855		6.245		21.7		-5012	
2856		6.246		21.6		-5000	
2857		6.246		21.6		-5012	
2858		6.246		21.6		-5012	
2859		6.246		21.6		-5024	
2860		6.246		21.7		-5012	
2861		6.246		21.7		-5012	
2862		6.246		21.7		-4987	
2863		6.247		21.6		-5012	
2864		6.247		21.6		-4987	
2865		6.247		21.7		-5000	
2866		6.247		21.7		-5000	
2867		6.247		21.6		-5024	
2868		6.247		21.6		-5000	
2869		6.247		21.7		-5024	
2870		6.247		21.6		-5024	
2871		6.247		21.6		-5000	
2872		6.248		21.6		-5012	
2873		6.248		21.6		-5000	
2874		6.248		21.7		-5012	
2875		6.248		21.7		-4987	
2876		6.248		21.7		-5012	
2877		6.248		21.6		-5012	
2878		6.248		21.7		-5012	
2879		6.248		21.7		-4987	
2880		6.249		21.7		-5000	
2881		6.249		21.6		-5000	
2882		6.249		21.7		-5012	
2883		6.249		21.6		-5012	
2884		6.249		21.7		-5000	
2885		6.249		21.6		-5000	
2886		6.25		21.7		-5012	
2887		6.25		21.6		-5012	
2888		6.25		21.7		-4987	
2889		6.25		21.6		-5012	
2890		6.25		21.6		-5000	
2891		6.25		21.7		-5012	
2892		6.251		21.7		-5000	
2893		6.251		21.7		-5000	
2894		6.251		21.7		-5000	
2895		6.251		21.6		-5012	
2896		6.251		21.6		-5000	
2897		6.251		21.7		-5000	
2898		6.251		21.6		-5012	
2899		6.251		21.6		-5024	
2900		6.251		21.6		-5012	
2901		6.251		21.6		-5000	
2902		6.251		21.6		-5000	
2903		6.251		21.6		-5000	
2904		6.252		21.6		-5012	
2905		6.252		21.6		-5012	
2906		6.252		21.6		-5012	
2907		6.252		21.6		-5000	
2908		6.252		21.6		-5012	
2909		6.252		21.6		-5012	
2910		6.252		21.6		-5012	
2911		6.252		21.6		-5000	
2912		6.253		21.6		-5012	
2913		6.253		21.6		-5012	
2914		6.253		21.6		-5000	
2915		6.253		21.7		-5012	
2916		6.253		21.6		-5000	
2917		6.253		21.6		-5000	
2918		6.253		21.5		-5000	
2919		6.253		21.6		-5012	
2920		6.253		21.6		-4987	
2921		6.254		21.6		-5024	
2922		6.254		21.6		-5000	
2923		6.254		21.6		-5012	
2924		6.254		21.6		-5024	
2925		6.254		21.6		-5000	
2926		6.254		21.5		-4987	
2927		6.254		21.6		-5024	
2928		6.255		21.6		-5024	
2929		6.255		21.6		-5024	
2930		6.255		21.6		-5000	
2931		6.255		21.6		-5012	
2932		6.255		21.6		-5024	
2933		6.255		21.5		-4987	
2934		6.255		21.6		-5000	
2935		6.255		21.5		-5012	
2936		6.255		21.6		-5012	
2937		6.255		21.6		-5012	
2938		6.256		21.6		-5012	
2939		6.256		21.5		-5000	
2940		6.256		21.5		-5012	
2941		6.256		21.6		-5012	
2942		6.256		21.6		-5012	
2943		6.256		21.5		-5012	
2944		6.256		21.5		-5000	
2945		6.257		21.5		-5000	
2946		6.257		21.6		-5000	
2947		6.257		21.6		-5012	
2948		6.257		21.6		-5024	
2949		6.257		21.6		-5012	
2950		6.257		21.6		-5024	
2951		6.258		21.6		-5012	
2952		6.258		21.6		-5024	
2953		6.258		21.5		-5000	
2954		6.258		21.6		-5012	
2955		6.258		21.6		-5000	
2956		6.258		21.6		-5012	
2957		6.258		21.5		-5012	
2958		6.258		21.5		-5000	
2959		6.258		21.6		-5012	
2960		6.258		21.6		-5012	
2961		6.258		21.6		-5024	
2962		6.258		21.5		-5000	
2963		6.259		21.6		-5024	
2964		6.259		21.6		-5012	
2965		6.259		21.5		-5024	
2966		6.259		21.6		-5012	
2967		6.259		21.5		-5012	
2968		6.259		21.6		-4987	
2969		6.259		21.6		-5000	
2970		6.259		21.6		-5012	
2971		6.26		21.5		-5024	
2972		6.26		21.5		-5012	
2973		6.26		21.6		-5024	
2974		6.26		21.6		-5000	
2975		6.26		21.6		-5012	
2976		6.26		21.6		-5012	
2977		6.26		21.6		-5012	
2978		6.261		21.6		-5012	
2979		6.261		21.6		-5012	
2980		6.261		21.5		-5012	
2981		6.261		21.6		-5012	
2982		6.261		21.6		-5000	
2983		6.261		21.7		-5012	
2984		6.261		21.6		-5012	
2985		6.261		21.6		-5024	
2986		6.261		21.6		-5000	
2987		6.261		21.6		-4987	
2988		6.261		21.6		-5024	
2989		6.262		21.6		-5000	
2990		6.262		21.6		-5000	
2991		6.262		21.7		-5012	
2992		6.262		21.6		-5012	
2993		6.262		21.6		-5000	
2994		6.262		21.6		-5000	
2995		6.262		21.7		-5012	
2996		6.262		21.6		-5012	
2997		6.262		21.6		-5012	
2998		6.262		21.6		-5000	
2999		6.263		21.6		-5012	
3000		6.263		21.6		-5012	
3001		6.263		21.6		-4987	
3002		6.263		21.6		-5000	
3003		6.263		21.6		-5012	
3004		6.263		21.6		-5000	
3005		6.264		21.6		-4987	
3006		6.264		21.6		-5000	
3007		6.264		21.6		-4987	
3008		6.264		21.5		-5012	
3009		6.264		21.6		-5012	
3010		6.264		21.6		-5012	
3011		6.264		21.6		-5012	
3012		6.264		21.6		-5012	
3013		6.264		21.6		-5012	
3014		6.265		21.6		-5000	
3015		6.265		21.6		-5012	
3016		6.265		21.6		-5000	
3017		6.265		21.6		-5000	
3018		6.265		21.6		-5000	
3019		6.265		21.6		-5012	
3020		6.265		21.6		-5012	
3021		6.265		21.5		-5000	
3022		6.265		21.6		-5012	
3023		6.266		21.5		-5012	
3024		6.266		21.6		-5024	
3025		6.266		21.5		-5012	
3026		6.266		21.6		-5024	
3027		6.266		21.5		-5012	
3028		6.266		21.6		-5012	
3029		6.266		21.5		-5012	
3030		6.267		21.5		-5000	
3031		6.267		21.5		-5012	
3032		6.267		21.6		-5012	
3033		6.267		21.5		-5024	
3034		6.267		21.5		-5000	
3035		6.267		21.5		-5012	
3036		6.267		21.6		-5000	
3037		6.267		21.5		-5000	
3038		6.267		21.5		-5036	
3039		6.268		21.5		-5000	
3040		6.268		21.6		-5012	
3041		6.268		21.5		-5012	
3042		6.268		21.5		-5024	
3043		6.268		21.5		-5000	
3044		6.268		21.5		-5000	
3045		6.268		21.5		-5000	
3046		6.268		21.5		-5012	
3047		6.268		21.5		-5024	
3048		6.268		21.5		-5000	
3049		6.268		21.5		-5012	
3050		6.268		21.5		-5000	
3051		6.268		21.5		-5012	
3052		6.269		21.5		-5012	
3053		6.269		21.5		-5000	
3054		6.269		21.5		-5012	
3055		6.269		21.5		-5024	
3056		6.269		21.5		-5012	
3057		6.269		21.5		-5012	
3058		6.269		21.6		-5000	
3059		6.269		21.5		-4987	
3060		6.269		21.5		-5024	
3061		6.269		21.6		-5012	
3062		6.27		21.5		-5024	
3063		6.27		21.5		-5012	
3064		6.27		21.5		-5012	
3065		6.27		21.5		-5000	
3066		6.27		21.5		-5012	
3067		6.271		21.5		-4987	
3068		6.271		21.5		-5024	
3069		6.271		21.5		-5024	
3070		6.271		21.5		-5012	
3071		6.271		21.5		-5012	
3072		6.271		21.5		-5012	
3073		6.271		21.5		-5000	
3074		6.271		21.5		-5000	
3075		6.271		21.5		-5000	
3076		6.271		21.5		-5024	
3077		6.271		21.5		-5000	
3078		6.272		21.5		-5024	
3079		6.272		21.5		-5000	
3080		6.272		21.5		-5000	
3081		6.272		21.5		-4987	
3082		6.272		21.5		-5000	
3083		6.272		21.5		-5000	
3084		6.272		21.5		-4987	
3085		6.272		21.5		-5000	
3086		6.272		21.5		-5000	
3087		6.273		21.5		-5000	
3088		6.273		21.5		-5000	
3089		6.273		21.6		-5024	
3090		6.273		21.5		-5000	
3091		6.273		21.5		-5000	
3092		6.273		21.5		-4987	
3093		6.273		21.5		-4987	
3094		6.273		21.6		-5024	
3095		6.273		21.6		-5000	
3096		6.273		21.5		-5012	
3097		6.273		21.5		-5000	
3098		6.274		21.5		-5012	
3099		6.274		21.6		-5012	
3100		6.274		21.5		-5012	
3101		6.274		21.5		-5012	
3102		6.274		21.5		-5000	
3103		6.274		21.5		-5012	
3104		6.274		21.5		-5012	
3105		6.274		21.5		-5024	
3106		6.275		21.5		-5012	
3107		6.275		21.5		-5024	
3108		6.275		21.6		-5000	
3109		6.275		21.6		-5024	
3110		6.275		21.6		-5000	
3111		6.276		21.6		-5012	
3112		6.276		21.6		-5000	
3113		6.276		21.5		-5012	
3114		6.276		21.5		-4987	
3115		6.276		21.5		-5012	
3116		6.276		21.5		-4987	
3117		6.276		21.6		-4987	
3118		6.276		21.6		-5012	
3119		6.276		21.5		-5000	
3120		6.276		21.5		-5012	
3121		6.276		21.6		-5012	
3122		6.276		21.5		-5012	
3123		6.276		21.5		-5012	
3124		6.276		21.5		-5012	
3125		6.276		21.5		-5012	
3126		6.277		21.5		-5000	
3127		6.277		21.6		-5012	
3128		6.277		21.6		-5012	
3129		6.277		21.5		-5000	
3130		6.277		21.5		-5012	
3131		6.277		21.6		-5000	
3132		6.277		21.5		-5000	
3133		6.277		21.5		-5012	
3134		6.277		21.5		-5024	
3135		6.277		21.5		-5012	
3136		6.277		21.5		-5000	
3137		6.277		21.5		-5012	
3138		6.278		21.5		-4987	
3139		6.278		21.6		-5024	
3140		6.278		21.5		-4987	
3141		6.278		21.5		-5012	
3142		6.279		21.5		-5012	
3143		6.279		21.5		-5012	
3144		6.279		21.5		-5012	
3145		6.279		21.5		-5012	
3146		6.279		21.5		-5000	
3147		6.279		21.5		-4987	
3148		6.279		21.5		-5000	
3149		6.279		21.6		-5000	
3150		6.279		21.5		-5012	
3151		6.279		21.5		-5012	
3152		6.279		21.5		-5000	
3153		6.279		21.5		-5000	
3154		6.279		21.5		-5000	
3155		6.28		21.5		-4987	
3156		6.28		21.5		-5012	
3157		6.28		21.5		-5012	
3158		6.28		21.5		-5024	
3159		6.28		21.5		-5024	
3160		6.28		21.5		-5000	
3161		6.28		21.5		-5012	
3162		6.281		21.5		-5000	
3163		6.281		21.5		-5024	
3164		6.281		21.5		-5012	
3165		6.281		21.5		-5000	
3166		6.281		21.6		-5012	
3167		6.281		21.6		-5036	
3168		6.281		21.5		-5012	
3169		6.281		21.5		-5000	
3170		6.281		21.6		-5012	
3171		6.281		21.5		-5012	
3172		6.281		21.5		-5024	
3173		6.281		21.5		-5012	
3174		6.282		21.5		-5012	
3175		6.282		21.5		-5036	
3176		6.282		21.5		-5012	
3177		6.283		21.5		-5000	
3178		6.283		21.5		-5012	
3179		6.284		21.6		-5012	
3180		6.284		21.5		-5000	
3181		6.284		21.6		-5012	
3182		6.284		21.5		-5024	
3183		6.284		21.6		-5012	
3184		6.283		21.6		-5012	
3185		6.283		21.5		-5024	
3186		6.283		21.6		-4987	
3187		6.283		21.6		-5012	
3188		6.283		21.6		-5024	
3189		6.283		21.5		-5000	
3190		6.283		21.5		-5000	
3191		6.283		21.5		-5012	
3192		6.283		21.6		-5012	
3193		6.283		21.6		-5024	
3194		6.284		21.5		-5000	
3195		6.284		21.5		-5000	
3196		6.284		21.6		-5024	
3197		6.284		21.6		-5024	
3198		6.284		21.6		-5012	
3199		6.284		21.6		-5000	
3200		6.284		21.5		-5000	
3201		6.284		21.6		-5024	
3202		6.285		21.5		-5000	
3203		6.285		21.6		-4987	
3204		6.285		21.6		-5012	
3205		6.285		21.6		-4987	
3206		6.285		21.6		-5012	
3207		6.285		21.6		-5000	
3208		6.285		21.6		-5012	
3209		6.285		21.6		-5012	
3210		6.285		21.6		-4987	
3211		6.285		21.6		-5024	
3212		6.285		21.6		-5012	
3213		6.285		21.6		-4987	
3214		6.286		21.7		-5000	
3215		6.286		21.6		-5000	
3216		6.286		21.6		-5000	
3217		6.286		21.6		-5024	
3218		6.286		21.6		-5000	
3219		6.286		21.7		-5000	
3220		6.286		21.6		-5012	
3221		6.286		21.7		-5012	
3222		6.287		21.7		-5012	
3223		6.287		21.7		-5000	
3224		6.287		21.6		-5012	
3225		6.287		21.6		-5024	
3226		6.287		21.6		-5012	
3227		6.287		21.7		-5012	
3228		6.287		21.6		-5012	
3229		6.287		21.7		-5012	
3230		6.287		21.6		-5000	
3231		6.287		21.6		-5012	
3232		6.287		21.6		-5024	
3233		6.287		21.6		-5024	
3234		6.288		21.7		-5012	
3235		6.288		21.6		-4987	
3236		6.288		21.6		-5012	
3237		6.288		21.6		-5012	
3238		6.288		21.7		-5000	
3239		6.288		21.6		-5024	
3240		6.288		21.6		-5000	
3241		6.288		21.6		-5024	
3242		6.288		21.6		-5012	
3243		6.288		21.6		-4987	
3244		6.289		21.6		-5000	
3245		6.289		21.6		-5012	
3246		6.289		21.6		-5024	
3247		6.289		21.6		-5000	
3248		6.289		21.6		-5000	
3249		6.289		21.6		-5000	
3250		6.289		21.6		-5012	
3251		6.289		21.6		-5012	
3252		6.289		21.6		-5000	
3253		6.289		21.6		-5024	
3254		6.289		21.6		-5012	
3255		6.289		21.6		-5012	
3256		6.289		21.6		-5000	
3257		6.289		21.6		-5012	
3258		6.29		21.6		-5000	
3259		6.29		21.6		-5000	
3260		6.29		21.6		-5000	
3261		6.29		21.6		-5000	
3262		6.29		21.6		-5000	
3263		6.29		21.6		-5012	
3264		6.291		21.5		-4987	
3265		6.291		21.5		-5000	
3266		6.291		21.6		-5000	
3267		6.291		21.6		-5000	
3268		6.291		21.6		-5000	
3269		6.291		21.6		-4987	
3270		6.291		21.5		-5000	
3271		6.291		21.5		-4987	
3272		6.291		21.5		-4987	
3273		6.291		21.6		-5000	
3274		6.292		21.6		-5012	
3275		6.292		21.5		-5012	
3276		6.292		21.6		-5012	
3277		6.292		21.6		-5012	
3278		6.292		21.5		-5000	
3279		6.292		21.5		-5012	
3280		6.292		21.6		-4987	
3281		6.292		21.5		-5012	
3282		6.292		21.5		-5000	
3283		6.292		21.6		-5000	
3284		6.292		21.5		-5000	
3285		6.292		21.5		-5012	
3286		6.292		21.5		-5024	
3287		6.292		21.5		-5024	
3288		6.292		21.5		-5012	
3289		6.293		21.5		-5000	
3290		6.293		21.5		-5012	
3291		6.293		21.5		-5000	
3292		6.293		21.6		-5000	
3293		6.293		21.6		-5012	
3294		6.293		21.5		-5012	
3295		6.293		21.5		-5000	
3296		6.293		21.6		-5000	
3297		6.293		21.6		-5012	
3298		6.294		21.6		-5012	
3299		6.294		21.6		-5000	
3300		6.294		21.6		-5024	
3301		6.294		21.6		-5024	
3302		6.294		21.6		-5000	
3303		6.294		21.6		-5000	
3304		6.294		21.6		-5000	
3305		6.294		21.6		-4987	
3306		6.295		21.5		-5012	
3307		6.295		21.6		-5000	
3308		6.295		21.6		-5012	
3309		6.295		21.6		-5000	
3310		6.295		21.6		-5024	
3311		6.295		21.6		-5012	
3312		6.295		21.5		-5000	
3313		6.295		21.6		-5012	
3314		6.295		21.6		-5000	
3315		6.295		21.6		-5012	
3316		6.295		21.6		-5012	
3317		6.295		21.6		-5000	
3318		6.295		21.6		-5012	
3319		6.296		21.6		-5000	
3320		6.296		21.6		-5000	
3321		6.296		21.6		-5000	
3322		6.296		21.6		-5000	
3323		6.296		21.6		-5012	
3324		6.296		21.6		-5012	
3325		6.296		21.6		-5012	
3326		6.296		21.6		-5024	
3327		6.296		21.5		-5012	
3328		6.296		21.6		-5012	
3329		6.296		21.6		-5000	
3330		6.297		21.6		-5012	
3331		6.297		21.6		-5012	
3332		6.297		21.6		-5012	
3333		6.297		21.5		-5000	
3334		6.297		21.6		-5012	
3335		6.297		21.6		-4987	
3336		6.297		21.6		-5000	
3337		6.297		21.6		-5000	
3338		6.297		21.6		-5000	
3339		6.297		21.6		-5012	
3340		6.297		21.5		-5000	
3341		6.298		21.6		-5012	
3342		6.298		21.6		-5024	
3343		6.298		21.6		-5000	
3344		6.298		21.6		-5000	
3345		6.298		21.5		-5000	
3346		6.298		21.6		-5012	
3347		6.298		21.6		-5012	
3348		6.298		21.6		-5012	
3349		6.298		21.6		-5000	
3350		6.299		21.6		-5000	
3351		6.299		21.6		-5000	
3352		6.299		21.6		-5024	
3353		6.299		21.6		-5024	
3354		6.299		21.6		-5000	
3355		6.299		21.6		-5024	
3356		6.299		21.6		-5000	
3357		6.299		21.5		-5012	
3358		6.299		21.6		-5000	
3359		6.299		21.6		-5012	
3360		6.299		21.6		-5024	
3361		6.299		21.6		-5012	
3362		6.299		21.6		-5012	
3363		6.3		21.5		-5012	
3364		6.3		21.6		-5012	
3365		6.3		21.5		-5012	
3366		6.3		21.6		-5012	
3367		6.3		21.5		-5012	
3368		6.3		21.6		-5000	
3369		6.3		21.6		-5012	
3370		6.3		21.6		-4987	
3371		6.3		21.5		-5012	
3372		6.3		21.6		-5012	
3373		6.301		21.5		-5000	
3374		6.301		21.6		-5000	
3375		6.301		21.5		-5000	
3376		6.301		21.5		-5012	
3377		6.301		21.6		-4987	
3378		6.301		21.5		-5012	
3379		6.301		21.5		-5012	
3380		6.301		21.5		-5012	
3381		6.301		21.5		-5000	
3382		6.301		21.5		-4987	
3383		6.302		21.5		-5024	
3384		6.302		21.5		-5000	
3385		6.302		21.5		-5000	
3386		6.302		21.6		-5000	
3387		6.302		21.6		-4987	
3388		6.302		21.6		-5012	
3389		6.302		21.5		-5036	
3390		6.302		21.6		-5012	
3391		6.303		21.5		-4987	
3392		6.303		21.5		-5000	
3393		6.303		21.5		-5000	
3394		6.302		21.5		-5012	
3395		6.302		21.6		-5012	
3396		6.303		21.5		-5000	
3397		6.303		21.5		-5012	
3398		6.303		21.6		-5000	
3399		6.303		21.5		-5012	
3400		6.303		21.5		-5012	
3401		6.303		21.5		-5012	
3402		6.303		21.5		-5024	
3403		6.303		21.5		-5012	
3404		6.303		21.6		-5012	
3405		6.304		21.6		-5012	
3406		6.304		21.6		-5024	
3407		6.304		21.6		-5024	
3408		6.304		21.5		-5000	
3409		6.304		21.6		-5012	
3410		6.304		21.6		-5024	
3411		6.304		21.5		-5012	
3412		6.304		21.5		-4987	
3413		6.304		21.6		-5012	
3414		6.304		21.6		-5000	
3415		6.304		21.6		-5012	
3416		6.304		21.6		-5012	
3417		6.304		21.6		-5012	
3418		6.304		21.6		-4987	
3419		6.305		21.6		-5024	
3420		6.305		21.6		-5012	
3421		6.305		21.6		-5012	
3422		6.305		21.6		-5012	
3423		6.305		21.6		-5000	
3424		6.305		21.6		-5012	
3425		6.305		21.5		-5024	
3426		6.305		21.6		-5024	
3427		6.305		21.6		-5000	
3428		6.306		21.6		-5012	
3429		6.306		21.6		-4987	
3430		6.306		21.6		-5012	
3431		6.306		21.6		-4987	
3432		6.306		21.6		-4987	
3433		6.306		21.5		-5024	
3434		6.306		21.6		-5000	
3435		6.306		21.6		-5000	
3436		6.306		21.6		-5000	
3437		6.306		21.6		-5000	
3438		6.306		21.6		-5012	
3439		6.306		21.6		-5012	
3440		6.307		21.7		-5000	
3441		6.307		21.6		-5012	
3442		6.307		21.6		-5012	
3443		6.307		21.6		-5000	
3444		6.307		21.6		-5000	
3445		6.307		21.6		-5000	
3446		6.307		21.6		-5012	
3447		6.307		21.5		-5000	
3448		6.307		21.6		-5012	
3449		6.307		21.6		-5012	
3450		6.308		21.6		-5012	
3451		6.308		21.6		-5012	
3452		6.308		21.6		-5000	
3453		6.308		21.6		-4987	
3454		6.308		21.6		-5024	
3455		6.308		21.6		-5012	
3456		6.308		21.6		-5012	
3457		6.308		21.6		-5024	
3458		6.308		21.6		-5000	
3459		6.308		21.6		-5000	
3460		6.308		21.6		-5000	
3461		6.308		21.5		-5012	
3462		6.308		21.6		-5012	
3463		6.308		21.6		-5012	
3464		6.308		21.5		-5012	
3465		6.309		21.5		-4987	
3466		6.309		21.6		-5012	
3467		6.309		21.6		-5000	
3468		6.309		21.6		-5012	
3469		6.309		21.6		-5000	
3470		6.309		21.6		-5000	
3471		6.309		21.6		-5000	
3472		6.309		21.6		-5012	
3473		6.309		21.6		-5000	
3474		6.309		21.6		-5012	
3475		6.309		21.6		-5000	
3476		6.309		21.6		-5024	
3477		6.309		21.5		-5012	
3478		6.31		21.6		-5000	
3479		6.31		21.5		-4987	
3480		6.31		21.6		-5000	
3481		6.31		21.6		-5012	
3482		6.31		21.6		-5012	
3483		6.31		21.5		-5000	
3484		6.31		21.5		-5012	
3485		6.31		21.5		-4987	
3486		6.31		21.5		-4987	
3487		6.31		21.5		-5012	
3488		6.31		21.6		-5012	
3489		6.31		21.5		-5000	
3490		6.311		21.6		-5000	
3491		6.311		21.5		-5024	
3492		6.311		21.6		-5012	
3493		6.311		21.5		-5000	
3494		6.311		21.6		-5012	
3495		6.311		21.5		-5024	
3496		6.311		21.5		-5012	
3497		6.311		21.5		-5012	
3498		6.311		21.5		-5012	
3499		6.312		21.5		-5012	
3500		6.312		21.6		-5012	
3501		6.312		21.5		-5000	
3502		6.312		21.5		-5012	
3503		6.312		21.5		-5012	
3504		6.312		21.5		-5024	
3505		6.312		21.5		-4987	
3506		6.312		21.5		-5000	
3507		6.312		21.5		-5000	
3508		6.312		21.5		-5000	
3509		6.312		21.5		-5012	
3510		6.312		21.5		-5000	
3511		6.312		21.5		-5012	
3512		6.312		21.6		-5012	
3513		6.312		21.5		-5000	
3514		6.312		21.5		-5012	
3515		6.312		21.5		-5000	
3516		6.312		21.6		-5000	
3517		6.313		21.5		-4987	
3518		6.313		21.5		-5012	
3519		6.313		21.5		-5012	
3520		6.313		21.6		-5012	
3521		6.313		21.5		-5000	
3522		6.313		21.5		-5012	
3523		6.313		21.5		-5000	
3524		6.313		21.5		-5012	
3525		6.314		21.5		-5012	
3526		6.314		21.5		-5024	
3527		6.314		21.5		-5012	
3528		6.314		21.6		-5000	
3529		6.314		21.5		-5012	
3530		6.314		21.6		-5000	
3531		6.314		21.6		-5012	
3532		6.314		21.6		-5012	
3533		6.314		21.6		-5012	
3534		6.314		21.6		-5012	
3535		6.314		21.6		-5000	
3536		6.314		21.5		-4987	
3537		6.314		21.6		-5012	
3538		6.315		21.6		-5024	
3539		6.315		21.6		-5000	
3540		6.315		21.5		-5012	
3541		6.315		21.6		-4987	
3542		6.315		21.5		-5024	
3543		6.315		21.6		-5012	
3544		6.315		21.5		-5000	
3545		6.315		21.5		-5012	
3546		6.315		21.6		-5012	
3547		6.315		21.6		-5012	
3548		6.315		21.6		-5000	
3549		6.315		21.6		-5024	
